1 0.993804 -0.985937
2 0.978879 -0.970452
3 0.956282 -0.94298
4 0.922871 -0.906765
5 0.887583 -0.872387
6 0.846572 -0.827163
7 0.802771 -0.785764
8 0.759276 -0.741696
9 0.713334 -0.69286
10 0.667422 -0.650245
11 0.622617 -0.605407
12 0.580476 -0.568057
13 0.543454 -0.528976
14 0.504853 -0.491901
15 0.46983 -0.458009
16 0.435728 -0.424581
17 0.403955 -0.396031
18 0.376572 -0.370642
19 0.35248 -0.346787
20 0.329821 -0.325192
21 0.309143 -0.303912
22 0.289257 -0.285363
23 0.271293 -0.267154
24 0.253906 -0.250849
25 0.23767 -0.235351
26 0.223195 -0.220461
27 0.208916 -0.205475
28 0.194759 -0.190893
29 0.180976 -0.176835
30 0.167668 -0.164186
31 0.155717 -0.152089
32 0.144307 -0.141468
33 0.134518 -0.131797
34 0.12518 -0.122858
35 0.116532 -0.114997
36 0.109259 -0.108328
37 0.102816 -0.101594
38 0.0965481 -0.0947871
39 0.0901935 -0.0885194
40 0.0841817 -0.0826895
41 0.0787516 -0.0769282
42 0.0732982 -0.0717124
43 0.0684242 -0.0667777
44 0.0637487 -0.0625011
45 0.0596654 -0.0586507
46 0.0559674 -0.0553214
47 0.0528185 -0.0520134
48 0.049523 -0.0488416
49 0.0465837 -0.0459631
50 0.0438077 -0.0433203
51 0.0412868 -0.0406823
52 0.0388135 -0.0383536
53 0.0365678 -0.0360517
54 0.0344932 -0.0338798
55 0.0324458 -0.0319139
56 0.0306392 -0.0300302
57 0.0288259 -0.0282145
58 0.0270488 -0.0265731
59 0.0254969 -0.025158
60 0.0241487 -0.0238973
61 0.0229455 -0.0224818
62 0.0215933 -0.0212491
63 0.0203691 -0.0199664
64 0.019188 -0.0189744
65 0.0181953 -0.0177963
66 0.0171364 -0.0168313
67 0.0162093 -0.0158376
68 0.0152981 -0.0150101
69 0.0145033 -0.0144216
70 0.0139401 -0.0138658
71 0.0134157 -0.0132886
72 0.0128651 -0.0126562
73 0.0122719 -0.0121975
74 0.0118225 -0.0117369
75 0.0113965 -0.0113087
76 0.010996 -0.0109039
77 0.0105985 -0.0105015
78 0.0102449 -0.0101994
79 0.00994948 -0.00992841
80 0.00969908 -0.00967613
81 0.00945422 -0.00940339
82 0.00921217 -0.00916343
83 0.00896584 -0.00886437
84 0.00869908 -0.00865021
85 0.00847161 -0.00840318
86 0.0082335 -0.00816144
87 0.00799271 -0.00790195
88 0.00772385 -0.00765967
89 0.00749903 -0.00742441
90 0.00726305 -0.00715489
91 0.0070062 -0.00691273
92 0.00677578 -0.00675538
93 0.00661463 -0.00660512
94 0.00648591 -0.00648617
95 0.00635447 -0.00629588
96 0.00618073 -0.00617203
97 0.00605821 -0.00599918
98 0.0059069 -0.00588351
99 0.00580828 -0.00574877
100 0.00566878 -0.00563232
101 0.00559678 -0.00557258
102 0.00554702 -0.00555121
103 0.00551566 -0.0055154
104 0.00551398 -0.00551159
105 0.00547317 -0.00545316
106 0.00543145 -0.00538534
107 0.00535751 -0.00531159
108 0.00527068 -0.00525067
109 0.00522734 -0.00519249
110 0.00514228 -0.00513169
111 0.005094 -0.00506905
112 0.00503292 -0.00499886
113 0.00494358 -0.00490636
114 0.00488031 -0.00483837
115 0.00477498 -0.00475484
116 0.00469335 -0.00462003
117 0.00455532 -0.00450538
118 0.00443604 -0.00438437
119 0.00433059 -0.00430314
120 0.00427218 -0.00426545
121 0.0042331 -0.00423056
122 0.00419437 -0.0042157
123 0.00417567 -0.0041838
124 0.00414435 -0.00414446
125 0.00413058 -0.00415015
126 0.00412209 -0.00411482
127 0.00410215 -0.00413126
128 0.00410018 -0.0041302
129 0.00408777 -0.00411089
130 0.00408115 -0.00409656
131 0.00405828 -0.004036
132 0.00402815 -0.00402153
133 0.00400307 -0.00398723
134 0.00396927 -0.00395547
135 0.00395006 -0.00390514
136 0.00389677 -0.00388506
137 0.0038829 -0.00383093
138 0.00383616 -0.00379884
139 0.00379683 -0.00377479
140 0.00376405 -0.00373314
141 0.00373776 -0.00373196
142 0.00370773 -0.00367968
143 0.00367287 -0.00364156
144 0.00361264 -0.00359524
