1 0.976129 -0.887419
2 0.858911 -0.764297
3 0.70528 -0.580988
4 0.511287 -0.379263
5 0.329297 -0.236649
6 0.194562 -0.122764
7 0.0940555 -0.0423976
8 0.0278428 0.00205372
9 -0.00792677 0.0238382
10 -0.0246987 0.0328467
11 -0.0286268 0.0260142
12 -0.022106 0.0199398
13 -0.0171139 0.0164611
14 -0.014702 0.0161526
15 -0.015145 0.0196038
16 -0.0181811 0.0221944
17 -0.0202364 0.0241129
18 -0.0215525 0.0235781
19 -0.0208967 0.0209193
20 -0.0184708 0.0176438
21 -0.0155332 0.0130524
22 -0.0117127 0.00922918
23 -0.00839388 0.00596425
24 -0.0057357 0.0039779
25 -0.00418937 0.00294972
26 -0.00346926 0.00259746
27 -0.00317942 0.00220192
28 -0.00277757 0.00208092
29 -0.00229666 0.00130007
30 -0.00150603 0.000763631
31 -0.000602397 0.000335218
32 0.000153213 -0.000734282
33 0.00148096 -0.00198455
34 0.00294705 -0.00344789
35 0.00413074 -0.00430761
36 0.00456627 -0.00402099
37 0.00369229 -0.00246512
38 0.00212772 -0.00108012
39 0.000798627 9.26274e-05
40 -2.92909e-05 0.000333961
41 0.000180551 -0.000766868
42 0.00118965 -0.00140277
43 0.00187233 -0.00225832
44 0.00242899 -0.00254303
45 0.00245584 -0.00225918
46 0.00197469 -0.00179669
47 0.00144528 -0.00144257
48 0.00102225 -0.000961689
49 0.000727574 -0.000933839
50 0.000678619 -0.000918778
51 0.000898736 -0.00115409
52 0.00124973 -0.00179826
53 0.00197178 -0.00240934
54 0.00252447 -0.00272412
55 0.00270782 -0.00274044
56 0.0026519 -0.00271617
57 0.00250008 -0.00229823
58 0.00211776 -0.00214151
59 0.00199764 -0.00195868
60 0.00179365 -0.00172812
61 0.00161149 -0.00163341
62 0.0015326 -0.00146846
63 0.00130172 -0.00130076
64 0.00118953 -0.00112795
65 0.00101582 -0.000980856
66 0.00077664 -0.000561606
67 0.000391813 -0.000278464
68 3.30549e-05 0.000232185
69 -0.000442387 0.000673021
70 -0.000777494 0.000821349
71 -0.000861915 0.00086221
72 -0.000823815 0.000727362
73 -0.000640989 0.000499534
74 -0.000368269 7.61474e-05
75 6.72754e-05 -0.000267484
76 0.000347521 -0.000456991
77 0.0005319 -0.000610713
78 0.000582553 -0.00039602
79 0.000282269 -1.58994e-05
80 4.88699e-05 5.17409e-05
81 -0.000144242 0.000376813
82 -0.00026547 0.000254391
83 -0.000300261 0.000315279
84 -0.000273581 0.000306258
85 -0.000247106 9.73054e-05
86 -2.56253e-05 4.90379e-05
87 3.30885e-06 -1.42462e-05
88 8.65927e-05 -0.000187268
89 0.000244805 -0.000124223
90 0.000145256 -0.000180071
91 0.000167742 -8.51699e-05
92 3.85364e-05 0.000149268
93 -0.000273037 0.000433958
94 -0.000497737 0.000494836
95 -0.000550012 0.000460248
96 -0.000446783 0.000241752
97 -0.00014236 -0.000219769
98 0.000197561 -0.000402943
99 0.000433027 -0.000539751
100 0.000565034 -0.000624127
101 0.000533041 -0.000589415
102 0.000559735 -0.000432571
103 0.000358808 -0.000319146
104 0.000210011 -5.23767e-05
105 -2.57022e-05 0.000227922
106 -0.000296133 0.000422151
107 -0.000370388 0.000316388
108 -0.000271546 0.000122847
109 1.45217e-05 -0.0003067
110 0.000373126 -0.000477113
111 0.000500097 -0.00061185
112 0.000540142 -0.000329322
113 0.00022754 -7.81283e-05
114 2.86237e-05 0.000142496
115 -0.000160138 0.000250827
116 -0.000269221 0.000381326
117 -0.000369137 0.000600882
118 -0.000620888 0.000678457
119 -0.00073484 0.00101084
120 -0.0010367 0.0011437
121 -0.00113736 0.00118397
122 -0.00116609 0.00113179
123 -0.00114273 0.00109107
124 -0.00109771 0.00121085
125 -0.00119512 0.00111702
126 -0.00117044 0.00125862
127 -0.00131007 0.00129213
128 -0.00121573 0.00110602
129 -0.00117536 0.0012547
130 -0.00121834 0.00117803
131 -0.00114198 0.00105403
132 -0.0010741 0.00117769
133 -0.00111479 0.00100798
134 -0.000908339 0.000767247
135 -0.000794104 0.000864209
136 -0.000789737 0.000688478
137 -0.00074198 0.000731339
138 -0.000643882 0.000493616
139 -0.000507203 0.000446542
140 -0.000385137 0.000301105
141 -0.000333468 0.000327259
142 -0.000343193 0.00033949
143 -0.000322785 0.000336265
144 -0.000282648 0.000196452
145 -0.000215173 0.000292395
146 -0.000216956 0.000151402
147 -0.000140721 0.000220795
148 -0.000257587 0.000396893
149 -0.000394969 0.000368798
150 -0.000407729 0.000462135
151 -0.000503098 0.000493268
152 -0.000502027 0.000457669
153 -0.000513237 0.000504837
154 -0.000557502 0.00052321
155 -0.000528044 0.000453667
156 -0.000399089 0.000451869
157 -0.000390223 0.000348149
158 -0.00027416 0.000252222
159 -0.000207204 0.000245554
160 -0.000276671 0.000301839
161 -0.000319368 0.000355208
162 -0.000441646 0.000558135
163 -0.00055127 0.000475208
164 -0.000524454 0.00059732
165 -0.000619176 0.000532745
166 -0.000499547 0.000418254
167 -0.000415517 0.000417867
168 -0.000417425 0.000360161
169 -0.000374127 0.000408046
170 -0.000423262 0.000471345
171 -0.00053232 0.000555205
172 -0.000532193 0.000527249
173 -0.000486854 0.000440061
174 -0.000372262 0.000270094
175 -0.00028161 0.000273738
176 -0.000212712 0.000173352
177 -0.000214694 0.000246959
178 -0.00023418 0.000267204
179 -0.000279379 0.000289906
180 -0.000333463 0.000403876
181 -0.000448147 0.000487063
182 -0.000520689 0.000462218
183 -0.000439711 0.00049509
184 -0.000508474 0.000399867
185 -0.000366878 0.000420295
186 -0.000458409 0.000486137
187 -0.000508766 0.000494072
188 -0.000517572 0.000516363
189 -0.000512957 0.000532077
190 -0.000579355 0.00054347
191 -0.000575505 0.000600848
192 -0.000600117 0.000583959
193 -0.00065826 0.000630961
194 -0.000600265 0.000551161
195 -0.000527905 0.000393795
196 -0.000412546 0.000485016
197 -0.000443618 0.000337952
198 -0.000306838 0.000251586
199 -0.000248018 0.000218085
